trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,first_image.started,first_image.stopped,secondimage.started,secondimage.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26,0,26,0,36.73678787500103,37.2267403750011,37.2267403750011,37.737281749999966,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
27,0,27,0,37.737281749999966,38.22760820900294,38.22760820900294,38.72050266700535,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
28,0,28,0,38.72050266700535,39.21209245900536,39.21209245900536,39.70481962500344,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
29,0,29,0,39.70481962500344,40.19639258400275,40.19639258400275,40.70639966700401,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
30,0,30,0,40.70639966700401,41.19840120900335,41.19840120900335,41.69713216699893,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
31,0,31,0,41.69713216699893,42.19650441699923,42.19650441699923,42.69615475000319,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
32,0,32,0,42.69615475000319,43.1957567089994,43.1957567089994,43.68726895900181,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
33,0,33,0,43.68726895900181,44.17993208400003,44.17993208400003,44.677943084003346,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
34,0,34,0,44.677943084003346,45.170120667004085,45.170120667004085,45.66319908400328,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
35,0,35,0,45.66319908400328,46.161705459002405,46.161705459002405,46.66209479200188,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
36,0,36,0,46.66209479200188,47.15348449999874,47.15348449999874,47.64654766700551,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
37,0,37,0,47.64654766700551,48.14534916700359,48.14534916700359,48.63961841700075,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
38,0,38,0,48.63961841700075,49.13710033400275,49.13710033400275,49.62905170900194,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
39,0,39,0,49.62905170900194,50.12026429200341,50.12026429200341,50.61302954200073,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
40,0,40,0,50.61302954200073,51.104627167005674,51.104627167005674,51.60353454200231,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
41,0,41,0,51.60353454200231,52.09546595899883,52.09546595899883,52.58868858400092,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
42,0,42,0,52.58868858400092,53.08696570900065,53.08696570900065,53.57945804200426,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
43,0,43,0,53.57945804200426,54.07952562500577,54.07952562500577,54.571532624999236,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
44,0,44,0,54.571532624999236,55.07024729200202,55.07024729200202,55.56384979200084,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
45,0,45,0,55.56384979200084,56.062397624998994,56.062397624998994,56.56290283400449,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
46,0,46,0,56.56290283400449,57.0554119590015,57.0554119590015,57.55461091700272,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
47,0,47,0,57.55461091700272,58.05376008400344,58.05376008400344,58.54632387500169,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
48,0,48,0,58.54632387500169,59.04618762500468,59.04618762500468,59.54722366700298,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
49,0,49,0,59.54722366700298,60.0459349590019,60.0459349590019,60.53752645900386,334389,001,2023-03-19_07h49.46.779,veo,2022.2.4,None,
