trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,first_image.started,first_image.stopped,secondimage.started,secondimage.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23,0,23,0,16.27853891700215,16.437293458002387,16.437293458002387,16.596259417005058,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
24,0,24,0,16.596259417005058,16.753784167005506,16.753784167005506,16.912366917000327,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
25,0,25,0,16.912366917000327,17.070079083001474,17.070079083001474,17.22939441700146,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
26,0,26,0,17.22939441700146,17.38727900000231,17.38727900000231,17.546231542000896,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
27,0,27,0,17.546231542000896,17.705508167004155,17.705508167004155,17.863203291999525,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
28,0,28,0,17.863203291999525,18.020388042001287,18.020388042001287,18.180110332999902,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
29,0,29,0,18.180110332999902,18.337719625000318,18.337719625000318,18.505564042003243,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
30,0,30,0,18.505564042003243,18.67060316700372,18.67060316700372,18.829052917004446,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
31,0,31,0,18.829052917004446,18.987012333003804,18.987012333003804,19.144944457999372,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
32,0,32,0,19.144944457999372,19.304143166998983,19.304143166998983,19.461887167002715,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
33,0,33,0,19.461887167002715,19.62061295800231,19.62061295800231,19.787968125005136,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
34,0,34,0,19.787968125005136,19.946485291999124,19.946485291999124,20.10526387500431,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
35,0,35,0,20.10526387500431,20.27030008300062,20.27030008300062,20.429456625002786,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
36,0,36,0,20.429456625002786,20.586952707999444,20.586952707999444,20.745246999998926,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
37,0,37,0,20.745246999998926,20.903974917004234,20.903974917004234,21.062568000001193,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
38,0,38,0,21.062568000001193,21.220371041999897,21.220371041999897,21.378439958003582,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
39,0,39,0,21.378439958003582,21.537488500005566,21.537488500005566,21.695668750006007,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
40,0,40,0,21.695668750006007,21.853735374999815,21.853735374999815,22.012714167001832,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
41,0,41,0,22.012714167001832,22.170564750005724,22.170564750005724,22.329237000005378,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
42,0,42,0,22.329237000005378,22.48684820800554,22.48684820800554,22.645711707999,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
43,0,43,0,22.645711707999,22.804182792002393,22.804182792002393,22.961992125005054,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
44,0,44,0,22.961992125005054,23.12023250000493,23.12023250000493,23.27879783300159,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
45,0,45,0,23.27879783300159,23.43736516700301,23.43736516700301,23.59674320799968,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
46,0,46,0,23.59674320799968,23.753738292005437,23.753738292005437,23.92286870800308,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
47,0,47,0,23.92286870800308,24.087486458003696,24.087486458003696,24.245759917001124,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
48,0,48,0,24.245759917001124,24.404061625005852,24.404061625005852,24.56226987500122,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
49,0,49,0,24.56226987500122,24.720039625004574,24.720039625004574,24.879269042001397,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
50,0,50,0,24.879269042001397,25.037585458005196,25.037585458005196,25.195386833001976,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
51,0,51,0,25.195386833001976,25.35373554200487,25.35373554200487,25.51257237500249,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
52,0,52,0,25.51257237500249,25.670338458003243,25.670338458003243,25.8284955420022,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
53,0,53,0,25.8284955420022,25.987157875002595,25.987157875002595,26.14541270799964,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
54,0,54,0,26.14541270799964,26.303532208003162,26.303532208003162,26.462148667000292,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
55,0,55,0,26.462148667000292,26.62016874999972,26.62016874999972,26.778390958003,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
56,0,56,0,26.778390958003,26.936913125005958,26.936913125005958,27.095658124999318,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
57,0,57,0,27.095658124999318,27.25400725000509,27.25400725000509,27.41245204200095,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
58,0,58,0,27.41245204200095,27.570990750005876,27.570990750005876,27.729303167005128,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
59,0,59,0,27.729303167005128,27.887078333005775,27.887078333005775,28.045642292003322,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
60,0,60,0,28.045642292003322,28.203632708005898,28.203632708005898,28.362056250000023,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
61,0,61,0,28.362056250000023,28.520120207998843,28.520120207998843,28.67913245800446,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
62,0,62,0,28.67913245800446,28.835285207998822,28.835285207998822,28.995600958005525,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
63,0,63,0,28.995600958005525,29.153834333003033,29.153834333003033,29.31206862500403,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
64,0,64,0,29.31206862500403,29.47080066700437,29.47080066700437,29.62938287500583,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
65,0,65,0,29.62938287500583,29.78724258299917,29.78724258299917,29.945938042001217,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
66,0,66,0,29.945938042001217,30.103482667000208,30.103482667000208,30.262549125000078,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
67,0,67,0,30.262549125000078,30.42011800000182,30.42011800000182,30.57819845800259,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
68,0,68,0,30.57819845800259,30.737125416999334,30.737125416999334,30.89547316700191,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
69,0,69,0,30.89547316700191,31.053367291999166,31.053367291999166,31.212277000005997,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
70,0,70,0,31.212277000005997,31.37077891700028,31.37077891700028,31.53001820800273,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
71,0,71,0,31.53001820800273,31.687893375004933,31.687893375004933,31.845921874999476,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
72,0,72,0,31.845921874999476,32.00448595800117,32.00448595800117,32.16184825000528,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
73,0,73,0,32.16184825000528,32.32079554200027,32.32079554200027,32.47911233299965,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
74,0,74,0,32.47911233299965,32.637330417004705,32.637330417004705,32.79565195800387,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
75,0,75,0,32.79565195800387,32.953379833001236,32.953379833001236,33.11378025000158,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
76,0,76,0,33.11378025000158,33.27053441700264,33.27053441700264,33.42896158300573,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
77,0,77,0,33.42896158300573,33.58745720799925,33.58745720799925,33.745426166999096,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
78,0,78,0,33.745426166999096,33.90449200000148,33.90449200000148,34.07209466700442,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
79,0,79,0,34.07209466700442,34.23752037500526,34.23752037500526,34.395923374999256,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
80,0,80,0,34.395923374999256,34.554022083000746,34.554022083000746,34.712008250004146,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
81,0,81,0,34.712008250004146,34.870553291999386,34.870553291999386,35.02914370800136,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
82,0,82,0,35.02914370800136,35.18753362500138,35.18753362500138,35.34643262500322,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
83,0,83,0,35.34643262500322,35.5047216669991,35.5047216669991,35.66233195800305,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
84,0,84,0,35.66233195800305,35.82100704200275,35.82100704200275,35.97843125000509,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
85,0,85,0,35.97843125000509,36.137237250004546,36.137237250004546,36.29583141700277,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
86,0,86,0,36.29583141700277,36.4536197500056,36.4536197500056,36.61263679200056,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
87,0,87,0,36.61263679200056,36.77094408300036,36.77094408300036,36.929286042002786,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
88,0,88,0,36.929286042002786,37.08679733300232,37.08679733300232,37.24590208299924,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
89,0,89,0,37.24590208299924,37.4039355000059,37.4039355000059,37.562036542003625,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
90,0,90,0,37.562036542003625,37.72036758300237,37.72036758300237,37.87826862500515,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
91,0,91,0,37.87826862500515,38.03711658300017,38.03711658300017,38.1974787500003,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
92,0,92,0,38.1974787500003,38.35414624999976,38.35414624999976,38.512705833003565,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
93,0,93,0,38.512705833003565,38.67093729200133,38.67093729200133,38.829288291999546,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
94,0,94,0,38.829288291999546,38.98756675000186,38.98756675000186,39.14532783300092,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
95,0,95,0,39.14532783300092,39.3045933329995,39.3045933329995,39.472272458006046,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
96,0,96,0,39.472272458006046,39.6369243750014,39.6369243750014,39.79589512500388,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
97,0,97,0,39.79589512500388,39.95401612500427,39.95401612500427,40.1123512080012,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
98,0,98,0,40.1123512080012,40.27102766700409,40.27102766700409,40.42871758300316,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
99,0,99,0,40.42871758300316,40.58688612500555,40.58688612500555,40.74648395799886,238602,001,2023-03-19_07h57.04.837,veo,2022.2.4,None,
