color,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus.started,blank.started,blank.stopped,stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,
white,1,3,5,29,0,61.02292000001762,61.2812797499937,62.78280258300947,61.26371125000878,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
white,1,3,6,30,1,62.78280258300947,63.03076070800307,64.54068258299958,63.03076070800307,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
gray,2,3,7,31,4,64.54068258299958,64.78071162500419,66.28249754101853,64.78071162500419,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
gray,2,4,0,32,5,66.28249754101853,66.53111558299861,68.02356770800543,66.53111558299861,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
white,1,4,1,33,2,68.02974062500289,68.28092279101838,69.78271887500887,68.27412516600452,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
gray,2,4,2,34,7,69.78271887500887,70.03090833302122,71.52356691600289,70.03090833302122,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
white,1,4,3,35,1,71.52984595799353,71.78172337499564,73.28273679100676,71.77401749999262,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
gray,2,4,4,36,6,73.28273679100676,73.53033254100592,75.0234815000149,73.53033254100592,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
gray,2,4,5,37,4,75.03016399999615,75.28077470799326,76.77442975001759,75.27421566599514,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
white,1,4,6,38,3,76.77442975001759,77.03009058299358,78.5236382909934,77.01395887500257,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
white,1,4,7,39,0,78.52946358302142,78.77983795801993,80.2741904160066,78.77388429100392,610473,001,2023-02-09_17h03.39.838,simple VEP,2022.2.4,None,
