color,trigger,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus.started,blank.started,blank.stopped,stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,
white,1,3,0,24,0,41.68884412499028,41.93914412497543,42.93101020899485,41.9295575839933,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,3,1,25,5,42.938754208997125,43.189194416976534,44.18153504197835,43.17954929199186,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,3,2,26,6,44.18901287499466,44.43906516698189,45.430335291981464,44.430454541987274,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,3,3,27,7,45.4388673749927,45.68902516699745,46.68076283400296,45.678790833975654,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,3,4,28,2,46.68884950000211,46.9392044589913,47.931672584003536,46.92969420898589,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,3,5,29,1,47.939124541997444,48.18943145900266,49.1815404999943,48.179047333978815,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,3,6,30,4,49.18917020899244,49.43920379198971,50.431539041979704,49.429655666986946,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,3,7,31,3,50.4391510419955,50.68888941698242,51.681423000001814,50.679475833981996,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,4,0,32,6,51.688857959001325,51.93936608399963,52.930920166982105,51.92954474998987,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,4,1,33,0,52.938881374982884,53.189436208980624,54.18078054199577,53.17899558399222,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,4,2,34,4,54.1884409589984,54.439522208995186,55.431860791984946,54.4297578749829,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,4,3,35,2,55.439449458994204,55.68931437499123,56.6817596249748,55.67982837499585,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,4,4,36,7,56.68901333399117,56.939505791990086,57.93099149997579,56.929021499992814,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,4,5,37,3,57.9390025419998,58.18905304197688,59.18222308397526,58.180198624992045,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,4,6,38,1,59.189568916975986,59.43894295897917,60.43145345899393,59.43010124997818,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,4,7,39,5,60.43846629199106,60.689601916994434,61.682104833977064,60.67941974999849,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,5,0,40,3,61.689562333980575,61.939053999987664,62.931793291994836,61.93031629198231,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,5,1,41,7,62.93897166699753,63.18956766699557,64.18202783400193,63.179480833990965,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,5,2,42,1,64.18985770898871,64.43917104200227,65.43146333398181,64.43053962499835,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,5,3,43,4,65.43860274998588,65.68914279199089,66.6817438339931,65.6822766669793,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,5,4,44,5,66.68900920898886,66.93967904199963,67.93003524999949,66.92992762499489,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,5,5,45,2,67.9394054999866,68.18874795897864,69.18152899999404,68.18042045898619,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,5,6,46,0,69.18912399999681,69.43977024999913,70.43151320898323,69.42994941698271,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,5,7,47,6,70.43901787497452,70.6891365420015,71.6817569169798,70.68047012499301,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,6,0,48,4,71.68920145899756,71.9390231249854,72.93169887497788,71.93057604198111,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,6,1,49,7,72.93925549997948,73.18913808398065,74.18077949999133,73.18056449998403,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,6,2,50,6,74.18903708399739,74.43922612498864,75.43109387499862,74.43041433399776,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,6,3,51,3,75.43872024997836,75.68937837498379,76.68050950000179,75.68036654198659,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,6,4,52,0,76.68951945900335,76.93984483397799,77.93156937498134,76.92908241698751,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,6,5,53,5,77.93907758398564,78.18913366697961,79.18191158398986,78.18027945898939,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,6,6,54,2,79.18911508398014,79.43951450000168,80.4318904169777,79.42984799999977,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,6,7,55,1,80.43911004200345,80.68949337498634,81.68037187500158,80.67973083400284,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,7,0,56,6,81.6894310839998,81.93972116700024,,81.92879254199215,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,7,1,57,7,83.04962320899358,83.20633049999014,84.19935570898815,,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,7,2,58,1,84.19935570898815,84.44743962498615,85.44815991699579,84.44743962498615,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,7,3,59,3,85.44815991699579,85.69634137497633,86.68949474999681,85.69634137497633,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,7,4,60,0,86.68949474999681,86.93113312497735,87.93254795897519,86.93113312497735,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,7,5,61,4,87.93254795897519,88.18933395898785,89.18132833400159,88.1802843749756,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,7,6,62,2,89.18914824997773,89.43986820898135,90.43183654197492,89.42943037499208,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,7,7,63,5,90.43924783400143,90.6895128749893,91.68279787499341,90.67999354199856,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,8,0,64,7,91.68279787499341,91.93962858399027,92.93247345898999,91.93000749999192,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,8,1,65,3,92.93247345898999,93.18961599998875,94.18188191700028,93.1800526669831,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,8,2,66,4,94.1894100419886,94.43991129199276,95.43173474998912,94.43004674999975,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,8,3,67,5,95.43923224997707,95.6899418749963,96.6825279170007,95.67858733399771,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,8,4,68,2,96.69003370899009,96.93107270897599,97.93019074999029,96.93107270897599,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,8,5,69,1,97.93993608400342,98.18073008398642,99.17277637499501,98.18073008398642,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,8,6,70,0,99.18991754198214,99.44001720898086,100.43203783399076,99.42956541699823,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,8,7,71,6,100.43930916697718,100.68995608398109,101.68296595898573,100.6800988339819,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,9,0,72,0,101.68296595898573,101.93932620898704,102.9322430419852,101.93050366698299,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,9,1,73,3,102.93935337499715,103.18976079198183,104.18233966699336,103.18009824998444,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,9,2,74,2,104.18941545899725,104.4397716249805,105.43137262499658,104.43005591697874,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,9,3,75,5,105.43942395897466,105.68986487499205,106.68120087499847,105.6801179999893,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
white,1,9,4,76,1,106.68936908399337,106.93980170899886,107.93146679198253,106.93008224997902,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,9,5,77,6,107.93941420898773,108.19010545898345,109.18200008399435,108.17915183398873,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,9,6,78,7,109.18951174998074,109.42992687498918,110.42284466698766,109.42992687498918,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
gray,2,9,7,79,4,110.43999600000097,110.6899776670034,111.67931587499334,110.67993820898118,034339,001,2023-02-26_10h01.40.896,simple VEP,2022.2.4,None,
