trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image.started,fixation.started,image.stopped,fixation.stopped,image_2.started,fixation_2.started,image_2.stopped,fixation_2.stopped,newfix.started,newfix.stopped,participant,session,date,expName,psychopyVersion,frameRate,
34,0,34,0,,,,,22.849825582998164,22.849825582998164,23.01061770799788,23.01061770799788,23.01061770799788,23.01061770799788,23.17105383300077,23.17105383300077,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
35,0,35,0,,,,,23.17105383300077,23.17105383300077,23.341224332998536,23.341224332998536,23.341224332998536,23.341224332998536,23.507461458000762,23.507461458000762,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
36,0,36,0,,,,,23.507461458000762,23.507461458000762,23.67854641699887,23.67854641699887,23.67854641699887,23.67854641699887,23.846017249998113,23.846017249998113,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
37,0,37,0,,,,,23.846017249998113,23.846017249998113,24.013673875000677,24.013673875000677,24.013673875000677,24.013673875000677,24.183196416997816,24.183196416997816,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
38,0,38,0,,,,,24.183196416997816,24.183196416997816,24.348815291999927,24.348815291999927,24.348815291999927,24.348815291999927,24.519002124998224,24.519002124998224,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
39,0,39,0,,,,,24.519002124998224,24.519002124998224,24.684852041998965,24.684852041998965,24.684852041998965,24.684852041998965,24.85202158299944,24.85202158299944,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
40,0,40,0,,,,,24.85202158299944,24.85202158299944,25.018424792000587,25.018424792000587,25.018424792000587,25.018424792000587,25.180566541999724,25.180566541999724,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
41,0,41,0,,,,,25.180566541999724,25.180566541999724,25.346554416999425,25.346554416999425,25.346554416999425,25.346554416999425,25.51262479199795,25.51262479199795,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
42,0,42,0,,,,,25.51262479199795,25.51262479199795,25.677669374999823,25.677669374999823,25.677669374999823,25.677669374999823,25.840950292000343,25.840950292000343,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
43,0,43,0,,,,,25.840950292000343,25.840950292000343,26.009816999998293,26.009816999998293,26.009816999998293,26.009816999998293,26.17006304199822,26.17006304199822,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
44,0,44,0,,,,,26.17006304199822,26.17006304199822,26.335240124997654,26.335240124997654,26.335240124997654,26.335240124997654,26.49810774999787,26.49810774999787,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
45,0,45,0,,,,,26.49810774999787,26.49810774999787,26.664322458000242,26.664322458000242,26.664322458000242,26.664322458000242,26.829370832998393,26.829370832998393,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
46,0,46,0,,,,,26.829370832998393,26.829370832998393,26.995394999998098,26.995394999998098,26.995394999998098,26.995394999998098,27.15934399999969,27.15934399999969,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
47,0,47,0,,,,,27.15934399999969,27.15934399999969,27.321446292000473,27.321446292000473,27.321446292000473,27.321446292000473,27.49335408299885,27.49335408299885,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
48,0,48,0,,,,,27.49335408299885,27.49335408299885,27.661249749999115,27.661249749999115,27.661249749999115,27.661249749999115,27.826308583000355,27.826308583000355,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
49,0,49,0,,,,,27.826308583000355,27.826308583000355,27.99723012499817,27.99723012499817,27.99723012499817,27.99723012499817,28.15959337499953,28.15959337499953,,,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,0,0,0,0,,,,,,,,,28.15959337499953,28.31892833299935,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,1,0,1,0,,,,,,,,,28.31892833299935,28.477390000000014,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,2,0,2,0,,,,,,,,,28.477390000000014,28.64357920800103,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,3,0,3,0,,,,,,,,,28.64357920800103,28.80225608299952,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,4,0,4,0,,,,,,,,,28.80225608299952,28.96371929199813,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,5,0,5,0,,,,,,,,,28.96371929199813,29.12836462499763,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,6,0,6,0,,,,,,,,,29.12836462499763,29.293253791998723,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,7,0,7,0,,,,,,,,,29.293253791998723,29.459608375000244,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,8,0,8,0,,,,,,,,,29.459608375000244,29.618218999999954,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,9,0,9,0,,,,,,,,,29.618218999999954,29.778875957999844,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,10,0,10,0,,,,,,,,,29.778875957999844,29.936158000000432,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,11,0,11,0,,,,,,,,,29.936158000000432,30.09367149999889,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,12,0,12,0,,,,,,,,,30.09367149999889,30.25224624999828,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,13,0,13,0,,,,,,,,,30.25224624999828,30.409112875000574,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,14,0,14,0,,,,,,,,,30.409112875000574,30.568932833000872,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,15,0,15,0,,,,,,,,,30.568932833000872,30.72826641699794,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,16,0,16,0,,,,,,,,,30.72826641699794,30.887215957998706,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,17,0,17,0,,,,,,,,,30.887215957998706,31.0451319169988,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,18,0,18,0,,,,,,,,,31.0451319169988,31.20209962499939,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,19,0,19,0,,,,,,,,,31.20209962499939,31.359533750000992,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,20,0,20,0,,,,,,,,,31.359533750000992,31.519689958000527,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,21,0,21,0,,,,,,,,,31.519689958000527,31.680309542000032,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,22,0,22,0,,,,,,,,,31.680309542000032,31.83732274999784,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,23,0,23,0,,,,,,,,,31.83732274999784,31.99507241700121,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,24,0,24,0,,,,,,,,,31.99507241700121,32.16825683299976,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,25,0,25,0,,,,,,,,,32.16825683299976,32.32614137500059,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,26,0,26,0,,,,,,,,,32.32614137500059,32.48504354200122,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,27,0,27,0,,,,,,,,,32.48504354200122,32.6423434999997,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,28,0,28,0,,,,,,,,,32.6423434999997,32.802608375001,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,29,0,29,0,,,,,,,,,32.802608375001,32.96101699999781,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,30,0,30,0,,,,,,,,,32.96101699999781,33.12205245799851,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,31,0,31,0,,,,,,,,,33.12205245799851,33.285721707998164,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,32,0,32,0,,,,,,,,,33.285721707998164,33.44555258299806,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,33,0,33,0,,,,,,,,,33.44555258299806,33.61024708300101,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,34,0,34,0,,,,,,,,,33.61024708300101,33.76957595799831,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,35,0,35,0,,,,,,,,,33.76957595799831,33.92797083299956,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,36,0,36,0,,,,,,,,,33.92797083299956,34.091067917001055,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,37,0,37,0,,,,,,,,,34.091067917001055,34.25152654200065,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,38,0,38,0,,,,,,,,,34.25152654200065,34.418470707998495,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,39,0,39,0,,,,,,,,,34.418470707998495,34.57679474999895,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,40,0,40,0,,,,,,,,,34.57679474999895,34.73847908300013,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,41,0,41,0,,,,,,,,,34.73847908300013,34.90228695800033,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,42,0,42,0,,,,,,,,,34.90228695800033,35.06040595800005,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,43,0,43,0,,,,,,,,,35.06040595800005,35.22676729199884,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,44,0,44,0,,,,,,,,,35.22676729199884,35.38547879199905,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,45,0,45,0,,,,,,,,,35.38547879199905,35.54572545799965,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,46,0,46,0,,,,,,,,,35.54572545799965,35.71079941700009,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,47,0,47,0,,,,,,,,,35.71079941700009,35.8685320830009,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,48,0,48,0,,,,,,,,,35.8685320830009,36.027886625000974,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,49,0,49,0,,,,,,,,,36.027886625000974,36.18814429199847,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,50,0,50,0,,,,,,,,,36.18814429199847,36.351939249998395,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,51,0,51,0,,,,,,,,,36.351939249998395,36.50954774999991,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,52,0,52,0,,,,,,,,,36.50954774999991,36.67488358300034,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,53,0,53,0,,,,,,,,,36.67488358300034,36.83505329199761,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,54,0,54,0,,,,,,,,,36.83505329199761,36.9937522500004,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,55,0,55,0,,,,,,,,,36.9937522500004,37.160474542000884,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,56,0,56,0,,,,,,,,,37.160474542000884,37.3206552499978,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,57,0,57,0,,,,,,,,,37.3206552499978,37.478191624999454,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,58,0,58,0,,,,,,,,,37.478191624999454,37.6349090420008,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,59,0,59,0,,,,,,,,,37.6349090420008,37.81865537499834,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,60,0,60,0,,,,,,,,,37.81865537499834,37.975865749998775,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,61,0,61,0,,,,,,,,,37.975865749998775,38.134880124998745,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,62,0,62,0,,,,,,,,,38.134880124998745,38.30188754199844,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,63,0,63,0,,,,,,,,,38.30188754199844,38.460379916999955,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,64,0,64,0,,,,,,,,,38.460379916999955,38.62409329200091,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,65,0,65,0,,,,,,,,,38.62409329200091,38.78490158299974,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,66,0,66,0,,,,,,,,,38.78490158299974,38.946414999998524,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,67,0,67,0,,,,,,,,,38.946414999998524,39.111219999998866,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,68,0,68,0,,,,,,,,,39.111219999998866,39.277887332998944,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,69,0,69,0,,,,,,,,,39.277887332998944,39.44370154200078,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,70,0,70,0,,,,,,,,,39.44370154200078,39.60205416700046,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,71,0,71,0,,,,,,,,,39.60205416700046,39.75992158299778,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,72,0,72,0,,,,,,,,,39.75992158299778,39.920813000000635,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,73,0,73,0,,,,,,,,,39.920813000000635,40.08595391699782,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,74,0,74,0,,,,,,,,,40.08595391699782,40.24372541699995,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,75,0,75,0,,,,,,,,,40.24372541699995,40.40246733299864,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,76,0,76,0,,,,,,,,,40.40246733299864,40.562084749999485,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,77,0,77,0,,,,,,,,,40.562084749999485,40.72869854199962,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,78,0,78,0,,,,,,,,,40.72869854199962,40.88559670799805,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,79,0,79,0,,,,,,,,,40.88559670799805,41.04540508300124,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,80,0,80,0,,,,,,,,,41.04540508300124,41.21050795799965,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,81,0,81,0,,,,,,,,,41.21050795799965,41.368995417000406,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,82,0,82,0,,,,,,,,,41.368995417000406,41.52708966700084,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,83,0,83,0,,,,,,,,,41.52708966700084,41.69262499999968,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,84,0,84,0,,,,,,,,,41.69262499999968,41.85208599999896,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,85,0,85,0,,,,,,,,,41.85208599999896,42.00903024999934,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,86,0,86,0,,,,,,,,,42.00903024999934,42.16858579199834,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,87,0,87,0,,,,,,,,,42.16858579199834,42.327178249997814,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,88,0,88,0,,,,,,,,,42.327178249997814,42.49437533300079,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,89,0,89,0,,,,,,,,,42.49437533300079,42.65816545800044,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,90,0,90,0,,,,,,,,,42.65816545800044,42.81866475000061,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,91,0,91,0,,,,,,,,,42.81866475000061,42.97692483299761,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,92,0,92,0,,,,,,,,,42.97692483299761,43.13512745800108,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,93,0,93,0,,,,,,,,,43.13512745800108,43.29291945799923,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,94,0,94,0,,,,,,,,,43.29291945799923,43.451894124998944,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,95,0,95,0,,,,,,,,,43.451894124998944,43.60996629199872,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,96,0,96,0,,,,,,,,,43.60996629199872,43.77700412500053,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,97,0,97,0,,,,,,,,,43.77700412500053,43.94095124999876,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,98,0,98,0,,,,,,,,,43.94095124999876,44.102174749998085,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
,,,,99,0,99,0,,,,,,,,,44.102174749998085,44.258512500000506,623111,001,2023-03-18_09h42.07.999,simple VEP,2022.2.4,None,
