trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,grating1.started,fixation.started,grating1_2.started,fixation_2.started,grating1_2.stopped,fixation_2.stopped,grating1.stopped,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,22.97672008301015,22.97672008301015,23.47485716699157,23.47485716699157,23.98276016698219,23.98276016698219,23.47485716699157,23.47485716699157,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
13,0,13,0,23.999936624983093,23.999936624983093,24.490106916986406,24.490106916986406,24.98720412500552,24.98720412500552,,,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
14,0,14,0,24.98720412500552,24.98720412500552,25.483304374996806,25.483304374996806,25.976737582997885,25.976737582997885,25.483304374996806,25.483304374996806,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
15,0,15,0,25.976737582997885,25.976737582997885,26.47703766700579,26.47703766700579,26.97675658299704,26.97675658299704,26.47703766700579,26.47703766700579,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
16,0,16,0,26.97675658299704,26.97675658299704,27.47456050000619,27.47456050000619,27.966286916984245,27.966286916984245,27.47456050000619,27.47456050000619,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
17,0,17,0,27.974387374997605,27.974387374997605,28.474532916996395,28.474532916996395,28.966017083002953,28.966017083002953,28.466072957991855,28.466072957991855,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
18,0,18,0,28.97436787499464,28.97436787499464,29.47540233298787,29.47540233298787,29.965886999998474,29.965886999998474,29.46623720799107,29.46623720799107,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
19,0,19,0,29.974078958010068,29.974078958010068,30.47488237498328,30.47488237498328,30.966398791992106,30.966398791992106,30.466363624989754,30.466363624989754,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
20,0,20,0,30.9749704170099,30.9749704170099,31.475430499995127,31.475430499995127,31.966491291997954,31.966491291997954,31.475430499995127,31.475430499995127,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
21,0,21,0,31.97458049998386,31.97458049998386,32.474798124982044,32.474798124982044,32.96626158300205,32.96626158300205,32.46602229200653,32.46602229200653,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
22,0,22,0,32.97484629199607,32.97484629199607,33.47542779200012,33.47542779200012,33.96600691700587,33.96600691700587,33.46619862498483,33.46619862498483,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
23,0,23,0,33.974147250002716,33.974147250002716,34.474623874993995,34.474623874993995,34.96597625000868,34.96597625000868,34.46610416698968,34.46610416698968,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
24,0,24,0,34.97406270800275,34.97406270800275,35.47535950000747,35.47535950000747,35.966873333003605,35.966873333003605,35.46689641699777,35.46689641699777,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
25,0,25,0,35.97552849998465,35.97552849998465,36.474500124983024,36.474500124983024,36.96735620798427,36.96735620798427,36.4661090419977,36.4661090419977,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
26,0,26,0,36.97584683299647,36.97584683299647,37.474768957996275,37.474768957996275,37.96637087498675,37.96637087498675,37.474768957996275,37.474768957996275,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
27,0,27,0,37.974766750005074,37.974766750005074,38.474752249981975,38.474752249981975,38.96605412499048,38.96605412499048,38.466107707994524,38.466107707994524,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
28,0,28,0,38.97500270800083,38.97500270800083,39.47545795800397,39.47545795800397,39.966885500005446,39.966885500005446,39.46685712499311,39.46685712499311,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
29,0,29,0,39.97548020799877,39.97548020799877,40.47530349998851,40.47530349998851,40.966122291982174,40.966122291982174,40.47530349998851,40.47530349998851,330093,001,2023-02-26_10h22.56.028,simple VEP,2022.2.4,None,
